,class,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC
121,CHEM175,0.05275590551181102,0.33858267716535434,0.115748031496063,0.09763779527559055,0.19606299212598424,0.01732283464566929,0.04409448818897638,0.08897637795275591,0.007874015748031496,0.0,0.007874015748031496,0.0,0.007874015748031496,0.01732283464566929,0.007874015748031496
122,JAPANGEN92,0.045871559633027525,0.30345800988002825,0.25688073394495414,0.1397318278052223,0.1397318278052223,0.0,0.0,0.022582921665490474,0.0,0.0,0.0,0.0,0.045871559633027525,0.045871559633027525,0.0
123,ENGLISH91,0.03305785123966942,0.8884297520661157,0.0640495867768595,0.0,0.002066115702479339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002066115702479339,0.010330578512396695,0.0
124,CS270,0.08839285714285715,0.38392857142857145,0.1767857142857143,0.14732142857142858,0.08839285714285715,0.0,0.05803571428571429,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0
125,ARTSTUDI170,0.008576329331046312,0.7375643224699828,0.1783876500857633,0.048027444253859346,0.008576329331046312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0
126,PHIL100,0.02722323049001815,0.26497277676951,0.39019963702359345,0.20871143375680581,0.06896551724137931,0.012704174228675136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02722323049001815,0.0
127,HISTORY150B,0.007323026851098454,0.3498779495524817,0.30349877949552484,0.20992676973148902,0.05370219690805533,0.046379170056956874,0.007323026851098454,0.007323026851098454,0.0,0.0,0.0,0.0,0.007323026851098454,0.007323026851098454,0.0
128,ME300A,0.03265940902021773,0.3343701399688958,0.23405909797822705,0.2006220839813375,0.0660964230171073,0.09953343701399689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03265940902021773,0.0
129,GERLANG3,0.09321058688147296,0.4948216340621404,0.17376294591484465,0.06559263521288838,0.039125431530494824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1334867663981588,0.0
130,DANCE58,0.0,0.05806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008602150537634409,0.9247311827956989,0.008602150537634409
131,PSYCH70,0.02689313517338995,0.3043170559094126,0.18612880396319886,0.17551309271054494,0.1670205237084218,0.052370842179759375,0.012031139419674451,0.02264685067232838,0.00778485491861288,0.0,0.003538570417551309,0.0014154281670205238,0.003538570417551309,0.035385704175513094,0.0014154281670205238
132,FRENLANG1A,0.08908045977011494,0.4118773946360153,0.2681992337164751,0.14272030651340997,0.05268199233716475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035440613026819924,0.0
133,CEE171,0.0,0.3233082706766917,0.20977443609022556,0.1774436090225564,0.22631578947368422,0.031578947368421054,0.015789473684210527,0.015789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,URBANST203,0.045915324985092425,0.2564102564102564,0.20989862850327967,0.18664281454979129,0.16338700059630293,0.0,0.022659511031604056,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.022659511031604056,0.022659511031604056
135,MUSIC272A,0.07155963302752294,0.7889908256880734,0.08990825688073395,0.01651376146788991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01651376146788991,0.01651376146788991,0.0
136,MED157,0.04756756756756757,0.3675675675675676,0.4648648648648649,0.07243243243243243,0.04756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,ME219,0.21948488241881298,0.48152295632698766,0.21948488241881298,0.012318029115341545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026875699888017916,0.040313549832026875,0.0
138,STATS110,0.06954760297096556,0.29034436191762325,0.11681296421336934,0.13909520594193112,0.17825793382849425,0.08305199189736664,0.04388926401080351,0.02700877785280216,0.010803511141120865,0.0,0.004726536124240378,0.0,0.007427413909520594,0.02700877785280216,0.002025658338960162
139,CS193C,0.14589235127478753,0.6090651558073654,0.019830028328611898,0.019830028328611898,0.04107648725212465,0.019830028328611898,0.04107648725212465,0.0,0.0,0.0,0.0,0.0,0.0,0.08356940509915015,0.019830028328611898
140,EE116,0.11609686609686609,0.30626780626780625,0.19017094017094016,0.1794871794871795,0.08404558404558404,0.051994301994301995,0.009971509971509971,0.020655270655270654,0.0,0.0,0.0,0.0,0.0,0.020655270655270654,0.020655270655270654
141,DANCE59,0.0,0.052845528455284556,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.8739837398373984,0.024390243902439025
142,MATSCI162,0.12510936132983377,0.3762029746281715,0.09361329833770779,0.0621172353455818,0.12510936132983377,0.0621172353455818,0.0,0.09361329833770779,0.0,0.0,0.0,0.0,0.0,0.0621172353455818,0.0
143,BIO102,0.3235515425131678,0.2588412340105342,0.1617757712565839,0.03160270880361174,0.1294206170052671,0.03160270880361174,0.0,0.03160270880361174,0.0,0.0,0.0,0.0,0.0,0.03160270880361174,0.0
144,GERLANG2,0.10408921933085502,0.5328376703841388,0.1809169764560099,0.03717472118959108,0.0322180916976456,0.009913258983890954,0.009913258983890954,0.0,0.0,0.0,0.0,0.0,0.0,0.09293680297397769,0.0
145,HISTORY36N,0.03307086614173228,0.6771653543307087,0.27086614173228346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009448818897637795,0.009448818897637795,0.0
146,MATH116,0.1902654867256637,0.31710914454277284,0.16445427728613568,0.07595870206489676,0.12684365781710916,0.08849557522123894,0.025073746312684365,0.0,0.0,0.0,0.0,0.0,0.0,0.011799410029498525,0.0
147,EE102A,0.12726304579339723,0.22896698615548455,0.11235356762513313,0.21458998935037274,0.1853035143769968,0.06869009584664537,0.0,0.003194888178913738,0.003194888178913738,0.0,0.0,0.003194888178913738,0.010649627263045794,0.03567625133120341,0.006922257720979766
148,OSPMADRD57,0.21717171717171718,0.43434343434343436,0.05353535353535353,0.08080808080808081,0.13535353535353536,0.0,0.026262626262626262,0.026262626262626262,0.0,0.0,0.0,0.026262626262626262,0.0,0.0,0.0
149,MUSIC161A,0.04925053533190578,0.9207708779443254,0.0021413276231263384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027837259100642397,0.0
150,OSPMADRD43,0.17309417040358743,0.38565022421524664,0.2116591928251121,0.13452914798206278,0.07623318385650224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01883408071748879,0.0
151,HISTORY150C,0.007488087134104833,0.25119128658951667,0.292716133424098,0.25936010891763106,0.10823689584751532,0.041524846834581346,0.0,0.0,0.0,0.0,0.0,0.007488087134104833,0.007488087134104833,0.02450646698434309,0.0
152,AA100,0.15930485155684287,0.3113685734974656,0.17523533671252717,0.10354815351194786,0.0391020999275887,0.023171614771904415,0.0,0.00724112961622013,0.0,0.00724112961622013,0.0,0.0,0.031136857349746562,0.1274438812454743,0.015206372194062274
153,ECON118,0.040075140889167186,0.1959924859110833,0.26925485284909206,0.1959924859110833,0.12210394489668128,0.09768315591734503,0.040075140889167186,0.023794614902943018,0.007514088916718848,0.0,0.0,0.0,0.0,0.007514088916718848,0.0
154,ME191,0.043478260869565216,0.15217391304347827,0.012681159420289856,0.0,0.012681159420289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7789855072463768,0.0
155,ECON11N,0.0,0.3719723183391003,0.2586505190311419,0.20674740484429066,0.092560553633218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009515570934256055,0.05103806228373702,0.009515570934256055
156,ENGLISH90,0.044897959183673466,0.8775510204081632,0.05510204081632653,0.012244897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020408163265306124,0.00816326530612245,0.0
157,PSYCH138,0.01671583087512291,0.27335299901671584,0.42281219272369713,0.09636184857423795,0.10521140609636184,0.007866273352999017,0.0,0.01671583087512291,0.0,0.0,0.0,0.0,0.0,0.06096361848574238,0.0
158,SPANLANG13C,0.20597652081109924,0.4589114194236926,0.1824973319103522,0.0736392742796158,0.0416221985058698,0.0,0.0,0.0032017075773745998,0.0,0.0,0.0,0.0,0.008537886872998933,0.022411953041622197,0.0032017075773745998
159,CME108,0.3684661525278492,0.2536418166238218,0.168808911739503,0.05312767780634105,0.037703513281919454,0.037703513281919454,0.006855184233076264,0.006855184233076264,0.0,0.0,0.0,0.0,0.01456726649528706,0.04541559554413025,0.006855184233076264
160,SLAVLANG3,0.32749178532311063,0.4709748083242059,0.08105147864184009,0.060240963855421686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019715224534501644,0.040525739320920046,0.0
161,ENGR50E,0.10569777043765483,0.3550784475639967,0.129644921552436,0.1180842279108175,0.129644921552436,0.04706853839801817,0.023121387283236993,0.04706853839801817,0.010734929810074319,0.0,0.0,0.0,0.0,0.023121387283236993,0.010734929810074319
162,ECON52,0.04579278763594734,0.24613623354321695,0.19519175729822552,0.17401259301659988,0.16256439610761306,0.0835718374356039,0.03262736119061248,0.007441327990841442,0.0045792787635947334,0.0,0.0,0.0,0.012593016599885518,0.03262736119061248,0.0028620492272467086
163,APPPHYS79N,0.047715736040609136,0.4365482233502538,0.2751269035532995,0.17766497461928935,0.047715736040609136,0.0,0.015228426395939087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,CS202,0.4603174603174603,0.036281179138321996,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.4875283446712018,0.0
165,BIOE131,0.031638418079096044,0.4858757062146893,0.29152542372881357,0.096045197740113,0.031638418079096044,0.031638418079096044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031638418079096044,0.0
166,ENGR80,0.06277695716395865,0.3175775480059084,0.24372230428360414,0.11595273264401773,0.14771048744460857,0.05243722304283604,0.0,0.009601181683899557,0.009601181683899557,0.009601181683899557,0.0,0.0,0.0,0.0310192023633678,0.0
167,ECON157,0.04257583821181479,0.22884513038850451,0.21447578499201703,0.14316125598722726,0.18626929217668972,0.07131452900478978,0.0,0.013837147418839808,0.04257583821181479,0.0,0.0,0.0,0.0,0.05694518360830229,0.0
168,ME370A,0.0,0.19277810133954573,0.2119976703552708,0.250436808386721,0.2119976703552708,0.05765870704717531,0.0378567268491555,0.0,0.0,0.0,0.0,0.0,0.018637157833430402,0.018637157833430402,0.0
169,MATH171,0.14732965009208104,0.2639656230816452,0.16206261510128914,0.10620012277470842,0.141804788213628,0.034990791896869246,0.009821976672805401,0.024554941682013505,0.004297114794352364,0.0,0.0,0.0,0.009821976672805401,0.07059545733578883,0.024554941682013505
170,STATS200,0.06199021207177814,0.35073409461663946,0.13050570962479607,0.14110929853181076,0.10440456769983687,0.07259380097879282,0.02528548123980424,0.03099510603588907,0.004078303425774877,0.0,0.0,0.0,0.0,0.07830342577487764,0.0
171,INTNLREL114D,0.0,0.19820441988950277,0.2575966850828729,0.2969613259668508,0.125,0.0718232044198895,0.025552486187845305,0.0,0.0,0.0,0.0,0.0,0.006215469613259668,0.006215469613259668,0.012430939226519336
172,EARTHSYS101,0.040300546448087435,0.2937158469945355,0.2691256830601093,0.08948087431693989,0.21243169398907105,0.04849726775956284,0.0,0.007513661202185792,0.0,0.0,0.0,0.0,0.007513661202185792,0.02390710382513661,0.007513661202185792
173,OSPSANTG102S,0.03018867924528302,0.8113207547169812,0.12830188679245283,0.03018867924528302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,SPANLANG22B,0.40852974186307517,0.4826038159371493,0.07295173961840629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03591470258136925,0.0
175,CEE301,0.0,0.019313304721030045,0.0,0.019313304721030045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019313304721030045,0.9227467811158798,0.019313304721030045
176,ENGLISH160,0.03264417845484222,0.46789989118607184,0.3253536452665941,0.10337323177366703,0.041349292709466814,0.003264417845484222,0.0,0.003264417845484222,0.003264417845484222,0.0,0.0,0.0,0.007616974972796518,0.011969532100108813,0.0
177,POLISCI110Y,0.012866333095067906,0.09292351679771266,0.3073624017155111,0.2673338098641887,0.18727662616154395,0.08005718370264475,0.02644746247319514,0.012866333095067906,0.0,0.0,0.0,0.0,0.0,0.012866333095067906,0.0
178,PWR1SB,0.017415215398716773,0.39413382218148485,0.19706691109074242,0.23281393217231897,0.05316223648029331,0.05316223648029331,0.017415215398716773,0.017415215398716773,0.0,0.0,0.0,0.0,0.0,0.017415215398716773,0.0
179,ITALLANG1A,0.04004004004004004,0.43043043043043044,0.26626626626626626,0.12212212212212212,0.02002002002002002,0.04004004004004004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.0
180,ENERGY120,0.11438474870017332,0.37261698440207974,0.22876949740034663,0.08578856152512998,0.05632582322357019,0.0,0.0,0.02772963604852686,0.0,0.0,0.0,0.0,0.0,0.11438474870017332,0.0
181,CS194W,0.09532062391681109,0.7452339688041595,0.06412478336221837,0.06412478336221837,0.03119584055459272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,SURG68Q,0.15358744394618834,0.4820627802690583,0.21188340807174888,0.05717488789237668,0.05717488789237668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03811659192825112,0.0
183,SPANLANG1A,0.08962264150943396,0.4056603773584906,0.2820754716981132,0.0669811320754717,0.0669811320754717,0.0330188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05566037735849057,0.0
184,ME281,0.07224848075624578,0.29034436191762325,0.2761647535449021,0.14517218095881163,0.13031735313977041,0.014179608372721135,0.014179608372721135,0.04321404456448346,0.0,0.0,0.0,0.0,0.014179608372721135,0.0,0.0
185,PWR1GMX,0.048834628190899,0.1753607103218646,0.4772475027746948,0.2253052164261931,0.0244173140954495,0.0,0.0244173140954495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244173140954495
186,PWR1ST,0.16515426497277677,0.7803992740471869,0.0544464609800363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,OSPFLOR67,0.024971623155505107,0.4370034052213394,0.4880817253121453,0.024971623155505107,0.024971623155505107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,OSPPARIS92,0.0,0.42281219272369713,0.40117994100294985,0.13274336283185842,0.021632251720747297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021632251720747297,0.0
189,POLISCI149S,0.01306532663316583,0.4321608040201005,0.2592964824120603,0.08542713567839195,0.05728643216080402,0.04221105527638191,0.04221105527638191,0.01306532663316583,0.0,0.0,0.0,0.0,0.01306532663316583,0.04221105527638191,0.0
190,CS149,0.05100956429330499,0.4569606801275239,0.1434643995749203,0.077577045696068,0.11689691817215728,0.05100956429330499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077577045696068,0.025504782146652496
191,ENGLISH161,0.03968253968253968,0.5687830687830688,0.25396825396825395,0.08068783068783068,0.0291005291005291,0.009259259259259259,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.0
192,POLISCI122,0.011444921316165951,0.30758226037195996,0.2632331902718169,0.24320457796852646,0.12088698140200287,0.023605150214592276,0.0,0.0,0.00715307582260372,0.0,0.0,0.0,0.00357653791130186,0.019313304721030045,0.0
193,CS161,0.06603245663122552,0.24062674874090656,0.10408505875769446,0.12311135982092893,0.17627308337996642,0.06603245663122552,0.03413542249580302,0.04308897593732513,0.03749300503637381,0.0005595970900951316,0.01119194180190263,0.0005595970900951316,0.00783435926133184,0.07666480134303301,0.012311135982092894
194,EE15N,0.1247086247086247,0.5011655011655012,0.2505827505827506,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09324009324009325,0.0
195,SPECLANG198Q,0.0,0.8582834331337326,0.1277445109780439,0.013972055888223553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,CHEM25N,0.0,0.9641255605381166,0.0,0.0,0.017937219730941704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017937219730941704,0.0,0.0
197,BIO158,0.06217948717948718,0.27564102564102566,0.11217948717948718,0.125,0.2128205128205128,0.11217948717948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
198,PHYSICS262,0.3598326359832636,0.33472803347280333,0.05104602510460251,0.05104602510460251,0.10209205020920502,0.0,0.0,0.02510460251046025,0.0,0.0,0.0,0.0,0.0,0.07615062761506276,0.0
199,CEE70,0.014647137150466045,0.5725699067909454,0.08255659121171771,0.041278295605858856,0.21304926764314247,0.037283621837549935,0.0,0.006657789613848202,0.0,0.0,0.0,0.0,0.002663115845539281,0.02929427430093209,0.0
200,ME120,0.06956521739130435,0.3115942028985507,0.23623188405797102,0.2210144927536232,0.0644927536231884,0.04492753623188406,0.009420289855072464,0.01956521739130435,0.0,0.0,0.0,0.0,0.009420289855072464,0.009420289855072464,0.004347826086956522
201,ENGLISH190T,0.02771855010660981,0.9168443496801706,0.02771855010660981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02771855010660981,0.0
202,PHYSICS21,0.08256880733944955,0.19724770642201836,0.13577981651376148,0.15091743119266054,0.1775229357798165,0.07752293577981652,0.0426605504587156,0.022935779816513763,0.0045871559633027525,0.0,0.006422018348623854,0.0,0.012844036697247707,0.07293577981651377,0.016055045871559634
203,EE212,0.022813688212927757,0.3269961977186312,0.12775665399239544,0.12775665399239544,0.26844106463878326,0.034220532319391636,0.034220532319391636,0.0,0.0,0.0,0.0,0.0,0.0,0.05779467680608365,0.0
204,CHEMENG150,0.05175117616309462,0.2247778358599059,0.15577626764244643,0.138003136434919,0.1730266596968113,0.15577626764244643,0.03397804495556717,0.0,0.0167276529012023,0.0,0.0167276529012023,0.0,0.0167276529012023,0.0167276529012023,0.0
205,SLAVLANG2,0.28683914510686165,0.48368953880764903,0.14285714285714285,0.03487064116985377,0.01687289088863892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03487064116985377,0.0
206,AFRICAAM105,0.12039660056657224,0.6090651558073654,0.1359773371104816,0.029745042492917848,0.0906515580736544,0.014164305949008499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,ECON51,0.0410221923335575,0.28917283120376597,0.1936785474108944,0.15198386012104909,0.17955615332885003,0.05178211163416274,0.03429724277067922,0.01815736381977135,0.004707464694014795,0.0,0.0,0.0,0.012777404169468728,0.02151983860121049,0.0013449899125756557
208,LINGUIST156,0.222999222999223,0.3341103341103341,0.20046620046620048,0.08857808857808858,0.06604506604506605,0.06604506604506605,0.021756021756021756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,ME70,0.07386363636363637,0.27146464646464646,0.2077020202020202,0.13131313131313133,0.15467171717171718,0.054924242424242424,0.022727272727272728,0.04419191919191919,0.010101010101010102,0.0012626262626262627,0.003787878787878788,0.0,0.003787878787878788,0.016414141414141416,0.003787878787878788
210,UAR56,0.1104868913857678,0.06367041198501873,0.0,0.0,0.003745318352059925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8052434456928839,0.016853932584269662
211,CS229,0.06015037593984962,0.4041353383458647,0.21710526315789475,0.09680451127819549,0.08552631578947369,0.021616541353383457,0.017857142857142856,0.004699248120300752,0.0,0.0,0.0,0.0,0.008458646616541353,0.07518796992481203,0.008458646616541353
212,PHYSICS23,0.03380281690140845,0.20187793427230047,0.14084507042253522,0.17934272300469484,0.1751173708920188,0.07605633802816901,0.04929577464788732,0.06056338028169014,0.01267605633802817,0.0,0.0014084507042253522,0.0,0.0032863849765258214,0.06056338028169014,0.005164319248826291
213,SOC160,0.0,0.344,0.2504,0.2192,0.156,0.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,URBANST110,0.00720164609053498,0.11934156378600823,0.44238683127572015,0.3065843621399177,0.09876543209876543,0.00823045267489712,0.0051440329218107,0.00102880658436214,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0051440329218107,0.0030864197530864196
215,MUSIC7B,0.020864381520119227,0.6408345752608048,0.09090909090909091,0.15946348733233978,0.020864381520119227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06706408345752608,0.0
216,ECON140,0.06802120141342756,0.37985865724381623,0.15901060070671377,0.10777385159010601,0.09010600706713781,0.04240282685512368,0.038869257950530034,0.0353356890459364,0.006183745583038869,0.0,0.0,0.009717314487632508,0.00265017667844523,0.05035335689045936,0.009717314487632508
217,MATH172,0.05323505323505324,0.3521703521703522,0.10810810810810811,0.16216216216216217,0.08108108108108109,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.0
218,STATS203,0.08034026465028356,0.4064272211720227,0.16257088846880907,0.16257088846880907,0.10775047258979206,0.026465028355387523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05387523629489603,0.0
219,STATS217,0.16047430830039525,0.33992094861660077,0.19683794466403162,0.14308300395256918,0.052964426877470355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1067193675889328,0.0
220,ME370B,0.0,0.8285163776493256,0.11753371868978806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02697495183044316,0.02697495183044316
221,EARTHSYS102,0.025590551181102362,0.42322834645669294,0.17125984251968504,0.14468503937007873,0.14468503937007873,0.05216535433070866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038385826771653545,0.0
222,ENGR110,0.05291005291005291,0.5687830687830688,0.08068783068783068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2976190476190476,0.0
223,BIO199,0.2751677852348993,0.5771812080536913,0.006711409395973154,0.006711409395973154,0.0026845637583892616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12885906040268458,0.0026845637583892616
224,PWR1DH,0.026905829596412557,0.24753363228699551,0.38565022421524664,0.24753363228699551,0.054708520179372194,0.0,0.0,0.012556053811659192,0.012556053811659192,0.0,0.0,0.0,0.0,0.0,0.012556053811659192
225,CEE100,0.0165016501650165,0.3547854785478548,0.2367986798679868,0.16831683168316833,0.10973597359735973,0.033003300330033,0.0165016501650165,0.007425742574257425,0.024752475247524754,0.0,0.0,0.007425742574257425,0.0,0.024752475247524754,0.0
226,CS225A,0.026970954356846474,0.8921161825726142,0.026970954356846474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026970954356846474,0.026970954356846474
227,OSPBER30,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9885057471264368,0.0
228,COMM125,0.07911683532658693,0.15823367065317387,0.15823367065317387,0.19779208831646733,0.14489420423183072,0.11867525298988041,0.02621895124195032,0.0390984360625575,0.012879484820607176,0.0,0.012879484820607176,0.012879484820607176,0.0,0.012879484820607176,0.02621895124195032
229,MUSIC275A,0.15009746588693956,0.8382066276803118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011695906432748537,0.0
230,STATS160,0.09753593429158111,0.4414784394250513,0.09753593429158111,0.023613963039014373,0.19609856262833675,0.048254620123203286,0.0,0.023613963039014373,0.0,0.0,0.0,0.0,0.023613963039014373,0.048254620123203286,0.0
231,ETHICSOC185M,0.0,0.13314711359404097,0.40037243947858475,0.30074487895716945,0.09962756052141528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06610800744878957,0.0
232,SPANLANG15,0.0,0.06595744680851064,0.010638297872340425,0.0,0.00425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00425531914893617,0.9148936170212766,0.0
233,PSYC290,0.8067542213883677,0.17073170731707318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225140712945591,0.0
234,HISTORY48Q,0.04608294930875576,0.23317972350230415,0.39631336405529954,0.23317972350230415,0.0,0.06912442396313365,0.0,0.022119815668202765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,ENGR105,0.019310344827586208,0.296551724137931,0.19793103448275862,0.15310344827586206,0.14344827586206896,0.07379310344827586,0.02413793103448276,0.028965517241379312,0.014482758620689656,0.0,0.0,0.004137931034482759,0.0,0.044137931034482755,0.0
236,EARTHSYS103,0.025766871165644172,0.23742331288343557,0.15828220858895706,0.26380368098159507,0.13190184049079753,0.05214723926380368,0.0,0.0,0.0,0.0,0.0,0.0,0.05214723926380368,0.0785276073619632,0.0
237,ECON141,0.056051990251827784,0.34930950446791226,0.27132412672623885,0.1348497156783103,0.10641754670999187,0.02761982128350934,0.020308692120227456,0.0,0.0,0.0,0.0,0.0,0.01380991064175467,0.020308692120227456,0.0
238,SOC149,0.0,0.1497076023391813,0.5029239766081871,0.21403508771929824,0.05263157894736842,0.019883040935672516,0.00935672514619883,0.0,0.0,0.0,0.0,0.0,0.00935672514619883,0.042105263157894736,0.0
239,HUMBIO199,0.05756578947368421,0.23519736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072368421052632,0.0
240,SOC161,0.0,0.34965831435079725,0.489749430523918,0.06947608200455581,0.0,0.0,0.0,0.04555808656036447,0.0,0.0,0.0,0.0,0.0,0.04555808656036447,0.0
241,ILAC193,0.08493771234428087,0.4869762174405436,0.34428086070215175,0.056625141562853906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027180067950169876,0.0
242,PHYSICS22,0.004415011037527594,0.01545253863134658,0.0,0.0,0.011037527593818985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004415011037527594,0.9492273730684326,0.01545253863134658
243,HUMBIO82A,0.015555555555555555,0.4777777777777778,0.20444444444444446,0.015555555555555555,0.015555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25555555555555554,0.015555555555555555
244,PHIL170,0.0,0.2865697177074423,0.3678357570573139,0.2249786142001711,0.06073567151411463,0.019674935842600515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04020530367835757,0.0
245,CS228,0.09827586206896552,0.3706896551724138,0.09224137931034483,0.05517241379310345,0.1853448275862069,0.02413793103448276,0.01810344827586207,0.011206896551724138,0.0,0.005172413793103448,0.0,0.0,0.011206896551724138,0.10431034482758621,0.02413793103448276
246,PSYCH60A,0.07197549770290965,0.6584992343032159,0.07197549770290965,0.07197549770290965,0.027565084226646247,0.013782542113323124,0.0,0.027565084226646247,0.0,0.0,0.0,0.0,0.013782542113323124,0.042879019908116385,0.0
247,CHEMENG190,0.08875739644970414,0.8481262327416174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631163708086785,0.0
248,MUSIC160,0.05534351145038168,0.8206106870229007,0.0019083969465648854,0.0019083969465648854,0.0019083969465648854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1183206106870229,0.0
249,HUMBIO129S,0.015434606011372868,0.34930950446791226,0.3249390739236393,0.13403736799350122,0.12591389114541024,0.03574329813160033,0.007311129163281885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007311129163281885
250,CS244B,0.09462915601023018,0.5498721227621484,0.09462915601023018,0.11892583120204604,0.09462915601023018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04731457800511509,0.0
